ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
R-HSA-453279	Mitotic G1 phase and G1/S transition	146	0.700209622455769	2.41350734282639	1e-10	4.86923076923077e-09	3.67611336032389e-09	2100	tags=45%, list=15%, signal=38%	55388/993/6241/7153/81620/7298/4605/7083/890/8318/4998/983/990/891/4173/1869/1870/4171/9134/5427/51053/4175/5111/23594/1719/4174/4172/898/7465/5685/7027/5422/8317/4176/5721/5699/5707/1017/896/1163/5698/5690/23649/3717/1031/26271/5696/5694/10213/5426/5691/5686/5687/5709/5720/5708/6119/5753/5700/5693/5933/5717/5714/5519/5719
R-HSA-5663220	RHO GTPases Activate Formins	123	0.68496714500928	2.30549485242235	1e-10	4.86923076923077e-09	3.67611336032389e-09	1282	tags=34%, list=9%, signal=31%	991/11004/332/699/701/9212/1063/220134/151648/79019/5347/57082/79682/1062/147841/55143/11130/83540/81930/55839/2491/10403/81027/10376/54821/151246/54908/55920/3619/401541/84617/79172/4085/60/71/23380/9793/9735/55055/79023/79980/84790
R-HSA-68877	Mitotic Prometaphase	187	0.698566308985762	2.49012147688422	1e-10	4.86923076923077e-09	3.67611336032389e-09	1282	tags=29%, list=9%, signal=27%	991/11004/9133/332/699/113130/701/9212/64151/983/1063/220134/151648/79019/5347/57082/891/79682/1062/147841/55143/11130/23397/83540/81930/55839/2491/10733/10403/7283/81027/10376/203068/7531/54821/10051/10592/151246/54908/55920/3619/401541/84617/79172/4085/22995/7532/9793/9735/55055/79023/79980/5577/84790
R-HSA-68882	Mitotic Anaphase	218	0.669220628199229	2.44053624168582	1e-10	4.86923076923077e-09	3.67611336032389e-09	2112	tags=39%, list=16%, signal=33%	991/11004/9133/332/11065/9700/699/113130/701/9212/983/1063/220134/151648/79019/5347/57082/891/79682/1062/147841/55143/11130/4001/83540/81930/55839/2491/10403/9232/81027/10376/54821/151246/54908/55920/3619/401541/5685/84617/79172/4085/5721/5699/1104/9793/9735/55055/5707/79023/7444/79980/5698/5690/84790/27338/5696/5694/10383/7277/5901/10213/27243/5691/5686/5687/5709/5720/348235/9126/23636/5708/64946/5700/8379/5693/5717/3837/5714/5519/9631/5719/9688/143471
R-HSA-68886	M Phase	356	0.629108981660449	2.38876264163813	1e-10	4.86923076923077e-09	3.67611336032389e-09	2112	tags=33%, list=16%, signal=29%	991/10112/11004/9133/332/11065/9700/699/113130/701/9493/9212/64151/983/1063/220134/151648/79019/5347/57082/891/79682/1062/147841/55143/11130/4001/23397/83540/8357/81930/55839/2491/10733/10403/9232/3012/7283/81027/10376/203068/8353/7531/54821/10051/10592/54892/8339/151246/54908/55920/3619/401541/5685/84617/64900/3014/3015/79172/85236/4085/8344/5721/5699/1104/22995/7532/8350/9793/9735/55055/5707/79023/84930/7444/79980/5577/5698/5690/84790/27338/3017/26271/5696/5694/10383/7277/5901/10213/9918/3320/27243/5691/5686/23310/5687/5709/5720/5116/348235/9126/23636/5708/64946/8338/5700/8379/5693/5717/3837/5714/23225/5519/9631/5719/9688/143471
R-HSA-69206	G1/S Transition	128	0.707453535642349	2.38868030766908	1e-10	4.86923076923077e-09	3.67611336032389e-09	2100	tags=46%, list=15%, signal=39%	55388/993/6241/81620/7298/7083/890/8318/4998/983/990/891/4173/1869/4171/9134/5427/51053/4175/5111/23594/1719/4174/4172/898/7465/5685/7027/5422/8317/4176/5721/5699/5707/1017/1163/5698/5690/23649/26271/5696/5694/10213/5426/5691/5686/5687/5709/5720/5708/6119/5753/5700/5693/5933/5717/5714/5519/5719
R-HSA-69239	Synthesis of DNA	118	0.708033008532511	2.36880379312306	1e-10	4.86923076923077e-09	3.67611336032389e-09	2112	tags=47%, list=16%, signal=40%	11065/81620/890/8318/51659/4998/990/4173/9837/4171/9134/5427/2237/64785/4175/5111/23594/5983/84296/4174/4172/898/5685/5422/5982/4176/5984/5721/5699/5707/10714/1017/5985/5698/5690/23649/27338/5696/5694/10213/5426/5691/5686/5687/5709/5720/5708/6119/5700/5981/5693/5717/5714/5719/143471
R-HSA-69242	S Phase	159	0.682121406045396	2.38033535352258	1e-10	4.86923076923077e-09	3.67611336032389e-09	2112	tags=40%, list=16%, signal=34%	993/11065/113130/81620/890/8318/51659/4998/990/157570/4173/1869/9837/4171/9134/5427/2237/64785/4175/5111/23594/5983/84296/4174/4172/898/7465/5685/7027/5422/5982/4176/5984/5721/5699/5707/10714/1017/1163/5985/5698/5690/23649/27338/5696/5694/10213/5426/5691/5686/5687/5709/5720/9126/5708/6119/5753/5700/5981/5693/5717/5714/5719/143471
R-HSA-69278	Cell Cycle, Mitotic	494	0.677801621273137	2.63135164191031	1e-10	4.86923076923077e-09	3.67611336032389e-09	1851	tags=33%, list=14%, signal=30%	991/10112/55388/11004/993/9133/332/11065/2305/6241/9700/9088/699/7153/113130/81620/7298/701/51512/4605/7083/890/9493/3161/22974/8318/51659/9212/4998/64151/983/990/1063/220134/151648/79019/5347/157570/57082/6790/891/79682/4173/1869/1062/147841/9837/55143/1870/11130/4171/9134/4001/23397/5427/51053/83540/2237/8357/81930/64785/55839/2491/10733/4175/10403/9232/5111/23594/5983/1719/84296/3012/7283/81027/10376/203068/8353/4174/4172/7531/54821/10051/10592/54892/8339/898/151246/54908/7465/55920/3619/401541/5685/7027/84617/64900/3014/3015/5422/79172/8317/85236/5982/4085/4176/8344/5984/5721/5699/1104/22995/7532/8350/9793/9735/55055/5707/10714/79023/84930/1017/7444/79980/896/5577/1163/5985/5698/5690/84790/23649/27338/3017/3717/1031/26271/5696/5694/10383/7277/5901/10213/9918/5426/3320/27243/5691/5686/23310/5687/5709/5720/5116/7157/348235/9126/23636/5708/6119/4218/64946/5753/8338/5700
R-HSA-69306	DNA Replication	125	0.723268066342529	2.43695146330277	1e-10	4.86923076923077e-09	3.67611336032389e-09	2112	tags=48%, list=16%, signal=41%	55388/11065/81620/890/8318/51659/4998/990/4173/1869/9837/1870/4171/9134/5427/51053/2237/64785/4175/5111/23594/5983/84296/4174/4172/898/5685/5422/8317/5982/4176/5984/5721/5699/5707/10714/1017/5985/5698/5690/23649/27338/5696/5694/10213/5426/5691/5686/5687/5709/5720/5708/6119/5700/5981/5693/5717/5714/5719/143471
R-HSA-69481	G2/M Checkpoints	139	0.710544353114859	2.44006903972149	1e-10	4.86923076923077e-09	3.67611336032389e-09	1851	tags=44%, list=14%, signal=38%	55388/993/9133/9088/9156/63967/51512/8318/4998/983/990/891/4173/1111/4171/116028/672/5932/4175/23594/5983/4174/4172/7531/83990/8339/7468/7465/5685/641/3014/8317/85236/5982/7533/4176/8344/5984/5721/580/5699/7532/5707/1017/9656/5985/5698/5690/3017/5696/5694/10213/5691/5686/5687/5709/5720/7157/5708/6119/5700
R-HSA-69618	Mitotic Spindle Checkpoint	106	0.758518211089834	2.5002124591168	1e-10	4.86923076923077e-09	3.67611336032389e-09	1212	tags=34%, list=9%, signal=31%	991/11004/332/11065/699/701/9212/1063/220134/151648/79019/5347/57082/79682/1062/147841/55143/11130/83540/81930/55839/2491/10403/54821/151246/54908/55920/3619/401541/79172/4085/9793/9735/55055/79023/79980
R-HSA-69620	Cell Cycle Checkpoints	257	0.723835914805774	2.67006076991352	1e-10	4.86923076923077e-09	3.67611336032389e-09	1278	tags=34%, list=9%, signal=31%	991/55388/11004/993/9133/332/11065/9088/699/9156/63967/701/51512/890/8318/9212/4998/983/990/1063/220134/151648/79019/5347/57082/891/79682/4173/1062/1111/147841/55143/11130/4171/9134/116028/672/5932/83540/81930/55839/2491/4175/10403/23594/5983/4174/4172/7531/83990/54821/8339/898/151246/7468/54908/7465/55920/3619/401541/5685/641/3014/79172/8317/85236/5982/4085/7533/4176/8344/5984/5721/580/5699/7532/9793/9735/55055/5707/79023/1017/79980/9656/5985/5698/5690
R-HSA-72764	Eukaryotic Translation Termination	89	-0.681606399656894	-2.49596870403121	1e-10	4.86923076923077e-09	3.67611336032389e-09	3445	tags=84%, list=25%, signal=63%	6175/6181/6209/6159/6229/6168/6139/6231/6142/9045/6132/6228/6147/6128/51065/6187/6154/6233/9349/6134/6130/6167/3921/6136/6138/25873/6205/6171/6129/6141/6143/6230/6206/7311/6169/6157/6164/4736/6135/6124/6125/23521/6201/6165/6224/6137/6152/6217/6170/6227/6222/6144/6146/6232/6194/6210/6122/6235/11224/6188/6155/6156/6234/29104/6208/6166/6161/6160/6204/6207/6202/6191/6193/6133/6189
R-HSA-73894	DNA Repair	291	0.58021966660913	2.16713981358575	1e-10	4.86923076923077e-09	3.67611336032389e-09	2652	tags=35%, list=20%, signal=29%	9156/51514/63967/890/5888/10721/9768/1111/116028/672/5427/5932/10635/2237/2966/55215/29089/675/2175/146956/5111/5983/3012/3838/8914/54962/9636/83990/91442/8339/7516/55120/7468/9246/7374/2968/641/7706/3014/3015/85236/5982/60/8344/5984/124739/580/7517/9557/64858/142/51008/8607/2189/10714/7415/1017/9656/5591/5985/3017/5426/2176/83444/1642/51750/5395/7157/6119/7353/8338/2956/5981/5531/4292/79840/9937/51548/4913/8451/9682/4350/6047/8533/9100/7398/11073/22909/10459/22976/6117/9577/201254/5433/10111/5424/348654/1643/5536/7518/5887/7156
R-HSA-9648025	EML4 and NUDC in mitotic spindle formation	102	0.743301695021271	2.44755492036457	1e-10	4.86923076923077e-09	3.67611336032389e-09	1282	tags=38%, list=9%, signal=35%	991/11004/332/699/701/9212/1063/220134/151648/79019/5347/57082/79682/1062/147841/55143/11130/83540/81930/55839/2491/10403/81027/10376/54821/151246/54908/55920/3619/401541/84617/79172/4085/9793/9735/55055/79023/79980/84790
R-HSA-5693532	DNA Double-Strand Break Repair	134	0.656282642568541	2.23368806642234	1.2233422483679e-10	5.73611587568058e-09	4.33058386556744e-09	3190	tags=55%, list=23%, signal=43%	9156/63967/890/5888/10721/1111/116028/672/5427/5932/10635/2237/675/146956/5111/5983/3838/8914/54962/83990/8339/7516/7468/641/3014/85236/5982/8344/5984/580/7517/142/10714/1017/9656/5591/5985/3017/5426/51750/7157/6119/5981/5531/79840/51548/9682/6047/11073/22976/6117/9577/10111/5424/348654/5536/7518/7156/9025/9031/2547/4683/11200/8365/5883/8924/6118/80010/7520/51588/5425/79184/84464/5889
R-HSA-5693538	Homology Directed Repair	109	0.687467378883154	2.26951055885012	1.49201519937285e-10	6.74604015145009e-09	5.09304436477649e-09	1355	tags=33%, list=10%, signal=30%	9156/63967/890/5888/10721/1111/116028/672/5427/5932/10635/2237/675/146956/5111/5983/8914/54962/83990/8339/7516/7468/641/3014/85236/5982/8344/5984/580/7517/142/10714/1017/9656/5985/3017
R-HSA-72689	Formation of a pool of free 40S subunits	97	-0.64670558949181	-2.38370017607486	1.62146392139104e-10	7.0785287051071e-09	5.34406257939407e-09	3456	tags=80%, list=25%, signal=60%	8665/6175/6181/6209/6159/6229/6168/6139/51386/6231/6142/9045/6132/6228/6147/6128/51065/6187/6154/6233/9349/6134/6130/6167/3921/6136/6138/25873/6205/6171/6129/6141/3646/6143/6230/6206/7311/6169/6157/6164/4736/6135/6124/6125/23521/6201/6165/6224/6137/6152/6217/6170/6227/6222/6144/6146/6232/6194/6210/6122/6235/11224/6188/6155/6156/6234/6208/6166/6161/6160/6204/1964/6207/6202/6191/6193/6133/6189
R-HSA-69275	G2/M Transition	182	0.615662516995097	2.1862283022285	1.89763642351652e-10	8.00802570723972e-09	6.04580306158948e-09	2160	tags=32%, list=16%, signal=27%	993/9133/2305/9088/51512/4605/890/3161/22974/983/1063/5347/6790/891/10733/7283/81027/10376/203068/7531/7465/5685/84617/5721/5699/22995/7532/9793/5707/1017/5577/5698/5690/84790/5696/5694/10383/7277/10213/3320/5691/5686/5687/5709/5720/5116/7157/5708/4218/5700/5693/5717/5714/5519/5719/143471/3326/653784
R-HSA-913531	Interferon Signaling	168	0.62214192485002	2.18790103365378	2.15104986176437e-10	8.7846100806248e-09	6.63209940401373e-09	2182	tags=46%, list=16%, signal=39%	3127/3429/7412/3437/2633/4684/4938/3434/4940/11274/3838/3662/91543/8651/10410/3460/9636/3430/4599/6772/3669/4939/2537/3123/8638/3119/4502/9246/3394/7706/3117/3118/3665/6773/115361/51191/54739/684/115362/5371/2316/23586/5580/79023/2634/1981/5610/3717/9775/103/3107/3383/4600/5696/6737/3433/2317/23087/6672/10346/7726/5781/8519/23636/3659/10581/3663/8672/3837/23225/9631/10379/9688/25939/9830/5724/8480
R-HSA-2408557	Selenocysteine synthesis	89	-0.672100054584661	-2.4611574994974	3.0196690939282e-10	1.19465658528535e-08	9.01927479370661e-09	3445	tags=84%, list=25%, signal=63%	6175/6181/6209/6159/6229/6168/6139/6231/6142/9045/6132/6228/6147/6128/51065/6187/6154/6233/9349/6134/6130/6167/3921/6136/6138/25873/6205/6171/6129/6141/6143/6230/6206/7311/6169/6157/6164/4736/6135/6124/6125/23521/6201/6165/6224/6137/6152/6217/6170/6227/6222/6144/6146/6232/6194/6210/6122/6235/118672/11224/6188/6155/6156/6234/6208/6166/6161/6160/6204/6207/6202/6191/6193/6133/6189
R-HSA-194315	Signaling by Rho GTPases	342	0.524335195182012	1.98359880458433	3.82651376645662e-10	1.4679898267679e-08	1.10828532693544e-08	1494	tags=23%, list=11%, signal=21%	991/11004/332/699/9928/6279/701/9212/1063/55789/220134/151648/79019/5347/57082/6280/79682/1062/147841/55143/11130/11113/83540/8357/81930/55839/9824/2491/10403/84904/10398/1894/5600/3012/81027/10376/8353/29127/5747/7531/54821/8339/151246/54908/55920/3619/401541/84617/3014/3015/79172/85236/4085/7533/60/8344/71/4628/10788/23380/7532/8350/9793/9735/55055/2316/5580/79023/58480/79980/57580/84790/3017/3985/64857/10458/4771/4627/10383/7277
R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	97	-0.637086075821676	-2.34824349098996	5.05281344826788e-10	1.88142994867857e-08	1.42041938421896e-08	2808	tags=74%, list=21%, signal=59%	6231/6142/9045/1968/6132/6228/6147/6128/51065/6187/55364/6154/6233/9349/6134/6130/6167/3921/6136/6138/25873/6205/6171/6129/6141/6143/6230/6206/7311/6169/6157/6164/4736/6135/6124/6125/23521/6201/6165/440/6224/6137/6152/6217/6170/6227/6222/6144/6146/6232/6194/6210/6122/6235/11224/6188/6155/6156/6234/6208/6166/6161/6160/1649/6204/6207/467/6202/6191/6193/6133/6189
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	91	-0.655491232529821	-2.40600262900662	7.77722429419134e-10	2.81313313041321e-08	2.1238254613912e-08	3445	tags=82%, list=25%, signal=62%	6175/6181/6209/6159/6229/6168/26986/6139/6231/6142/9045/6132/6228/6147/6128/51065/6187/6154/6233/9349/6134/6130/6167/3921/6136/6138/25873/6205/6171/6129/6141/6143/6230/6206/7311/6169/6157/6164/4736/6135/6124/6125/23521/6201/6165/6224/6137/6152/6217/6170/6227/6222/6144/6146/6232/6194/6210/6122/6235/11224/6188/6155/6156/6234/6208/6166/6161/6160/6204/6207/6202/6191/6193/6133/6189
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	108	-0.630947587287615	-2.37536838835466	8.4298991680289e-10	2.96451454075683e-08	2.2381135802837e-08	3445	tags=71%, list=25%, signal=54%	6175/6181/60559/6209/6159/6229/6168/6139/6231/6142/9045/6132/6228/6147/6128/51065/6187/6154/6233/9349/6134/6130/6167/3921/6136/6138/25873/6205/6171/6129/6141/6746/6143/6230/6206/7311/6169/6157/6164/4736/6135/6124/6125/23521/6201/6165/6224/6137/6152/6217/6170/6227/6222/6144/6146/6232/6194/6210/6122/6235/11224/6188/6155/6156/6234/6208/6166/6161/6160/6204/6207/6202/23471/6191/6193/6133/6189
R-HSA-983231	Factors involved in megakaryocyte development and platelet production	113	0.672069341740791	2.23658565118675	8.83541446870027e-10	3.02314451820933e-08	2.28237733643808e-08	1505	tags=32%, list=11%, signal=29%	3043/10112/11004/146909/24137/4602/9493/3833/56992/3832/1062/8357/81930/80005/4778/81027/10376/8353/29127/161882/1795/7465/84617/60/1020/8350/4097/1017/5577/81928/84790/23303/3717/10383/7277/81704
R-HSA-109582	Hemostasis	406	0.494923810374488	1.8989963285497	1.105597622202e-09	3.64289246698772e-08	2.75026719882336e-08	2432	tags=33%, list=18%, signal=28%	3043/10112/11004/146909/7422/24137/4602/9493/3833/56992/3512/3832/1062/3690/3674/634/5196/3673/5473/8357/81930/80005/8140/5023/7057/2155/5138/3687/3672/4778/81027/6678/6385/10376/8353/29127/5747/2149/7018/10184/6566/11343/135228/5026/481/59345/2769/161882/9672/1893/308/1795/7465/84617/8503/302/60/2793/81/488/2787/1020/2817/7804/8350/2770/2316/5580/4097/9127/1017/54863/5577/81928/84790/23303/3717/972/10383/7277/81704/1191/4267/5336/146850/5552/2162/6693/3705/3897/1/7157/5781/140885/23468/3959/3676/5216/3659/914/2153/1072/7410/226/10487/1794/23533/3688/5519/7873/9585/483/5879/813/1521/3700/829/6404/10411/83706/5153/3683/5594/1445/3635/2268/7094/14/965/7040/3265/5588/5777
R-HSA-69002	DNA Replication Pre-Initiation	83	0.715228541546537	2.26351892493236	1.12221805855072e-09	3.64289246698772e-08	2.75026719882336e-08	2523	tags=59%, list=19%, signal=48%	55388/81620/8318/4998/990/4173/1869/1870/4171/5427/51053/4175/23594/4174/4172/5685/5422/8317/4176/5721/5699/5707/1017/5698/5690/23649/5696/5694/10213/5426/5691/5686/5687/5709/5720/5708/6119/5700/5693/5717/5714/5719/143471/5704/5684/6117/5558/5702/5701
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	107	-0.610848215203425	-2.28418473092987	1.21720745239157e-09	3.85246158681933e-08	2.9084851757146e-08	3456	tags=77%, list=25%, signal=58%	8665/6175/6181/6209/6159/6229/6168/1975/26986/6139/51386/6231/6142/9045/1968/6132/6228/6147/6128/1974/51065/6187/6154/6233/9349/6134/6130/6167/3921/6136/6138/25873/6205/6171/6129/6141/3646/6143/6230/6206/7311/6169/6157/6164/4736/6135/6124/6125/23521/6201/6165/6224/6137/6152/6217/6170/6227/6222/6144/6146/6232/6194/6210/6122/6235/11224/6188/6155/6156/6234/6208/6166/6161/6160/6204/1964/6207/6202/6191/6193/6133/6189
R-HSA-176187	Activation of ATR in response to replication stress	36	0.835688632624734	2.30483750997626	2.28421207242161e-09	7.05320117972135e-08	5.32494110849504e-08	1274	tags=56%, list=9%, signal=50%	55388/993/63967/8318/4998/990/4173/1111/4171/4175/23594/5983/4174/4172/8317/5982/4176/5984/1017/5985
R-HSA-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	103	0.675972680986113	2.22119151919194	3.63270220140435e-09	1.09500023499474e-07	8.26690125031365e-08	1355	tags=32%, list=10%, signal=29%	9156/63967/890/5888/1111/116028/672/5427/5932/10635/675/146956/5111/5983/8914/54962/83990/8339/7516/7468/641/3014/85236/5982/8344/5984/580/7517/10714/1017/9656/5985/3017
R-HSA-8856688	Golgi-to-ER retrograde transport	111	0.650925217605582	2.16500465958605	8.83567816412679e-09	2.60138803622896e-07	1.96396469351949e-07	469	tags=14%, list=3%, signal=13%	10112/11004/146909/24137/9493/3833/56992/51560/3832/1062/81930/81027/10376/29127/51226
R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	85	0.68720542026234	2.18254692909482	1.07742900605887e-08	3.03116693704562e-07	2.28843400585136e-07	2112	tags=41%, list=16%, signal=35%	991/11065/701/890/9212/983/5347/6790/891/9232/5685/4085/5721/5699/5707/1017/5698/5690/27338/26271/5696/5694/10213/5691/5686/5687/5709/5720/5708/5700/5693/5717/5714/5719/143471
R-HSA-453276	Regulation of mitotic cell cycle	85	0.68720542026234	2.18254692909482	1.07742900605887e-08	3.03116693704562e-07	2.28843400585136e-07	2112	tags=41%, list=16%, signal=35%	991/11065/701/890/9212/983/5347/6790/891/9232/5685/4085/5721/5699/5707/1017/5698/5690/27338/26271/5696/5694/10213/5691/5686/5687/5709/5720/5708/5700/5693/5717/5714/5719/143471
R-HSA-2408522	Selenoamino acid metabolism	107	-0.589417943919747	-2.20404911421278	1.52248819861036e-08	4.190152303132e-07	3.16343085660917e-07	2808	tags=65%, list=21%, signal=52%	6231/6142/9045/6132/6228/6147/6128/51065/6187/6154/6233/9349/6134/6130/6167/3921/6136/6138/25873/6205/6171/6129/6141/6143/6230/6206/7311/6169/27232/6157/6164/4736/6135/6124/6125/23521/6201/6165/6224/6137/6152/6217/6170/6227/6222/6144/6146/6232/6194/6210/6122/6235/118672/11224/6188/6155/6156/6234/6208/6166/6161/6160/6204/6207/6202/6191/6193/6133/6189/1491
R-HSA-69052	Switching of origins to a post-replicative state	89	0.676521500700101	2.16734838897263	1.82884137561688e-08	4.92619825857654e-07	3.7191219911761e-07	2112	tags=42%, list=16%, signal=35%	11065/81620/890/4998/990/4173/4171/9134/4175/23594/4174/4172/898/5685/4176/5721/5699/5707/1017/5698/5690/27338/5696/5694/10213/5691/5686/5687/5709/5720/5708/5700/5693/5717/5714/5719/143471
R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	80	0.698950600592062	2.21684430829621	2.02202685501928e-08	5.33309583011336e-07	4.02631663236296e-07	469	tags=18%, list=3%, signal=17%	10112/11004/146909/24137/9493/3833/56992/3832/1062/81930/81027/10376/29127/51226
R-HSA-156711	Polo-like kinase mediated events	15	0.942151261078187	2.17790628272052	2.22874000371294e-08	5.71081512494948e-07	4.31148260867558e-07	110	tags=53%, list=1%, signal=53%	993/9133/2305/9088/4605/1063/5347/891
R-HSA-73886	Chromosome Maintenance	103	0.659619554526661	2.16745646920291	2.25545621048558e-08	5.71081512494948e-07	4.31148260867558e-07	1355	tags=31%, list=10%, signal=28%	55355/890/79075/79019/387103/57082/11339/79682/2237/55839/2491/5111/80119/5983/3012/8339/401541/641/3014/3015/5422/79172/85236/5982/8344/5984/8607/10714/1017/5985/23649/3017
R-HSA-983189	Kinesins	42	0.800914671281842	2.27158724384826	2.49209423912669e-08	6.18625746418507e-07	4.67042635526735e-07	466	tags=31%, list=3%, signal=30%	10112/11004/146909/24137/9493/3833/56992/3832/1062/81930/81027/10376/29127
