ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
hsa04218	Cellular senescence	138	0.538177060310275	2.06318455443327	1.30240423657408e-07	3.74145217052191e-06	2.46771329035089e-06	3433	tags=44%, list=25%, signal=33%	9133/4605/2305/993/983/1870/890/1111/891/1869/9134/1029/8503/1030/5600/7416/22800/5933/1978/5925/4893/7040/824/5499/5594/4773/5530/5606/1026/5500/1021/3805/898/3845/896/805/132660/9261/823/5534/5501/10111/292/4193/7419/4088/4683/5481/6009/2113/3107/5928/5532/5604/801/808/3105/1432/291/1019/7157
hsa04114	Oocyte meiosis	91	0.597302532760568	2.1466820238932	1.87429574645474e-07	4.93564546566415e-06	3.25535577015823e-06	3347	tags=53%, list=25%, signal=40%	991/9133/983/9088/699/9700/6790/891/5347/151648/9232/9134/7533/7531/9985/5600/4085/10971/26271/7532/7534/5499/5594/5530/9126/5500/8243/898/6195/805/5567/9978/5527/5534/5501/8379/7529/10393/5528/115/5532/10459/5604/801/5525/808/1432/5518
hsa05332	Graft-versus-host disease	32	0.761736858333027	2.23505485005708	2.11350142158387e-07	5.1374342247731e-06	3.38844762326806e-06	835	tags=50%, list=6%, signal=47%	3117/3118/3127/3804/942/3812/3113/3122/3002/3123/3458/5551/356/3115/3824/355
hsa04145	Phagosome	112	0.56062265058257	2.07399917757904	2.65764624028357e-07	5.99868722806864e-06	3.95649590658758e-06	3475	tags=56%, list=26%, signal=42%	3117/3118/3673/3127/3690/3113/81027/3122/7057/3688/3123/7099/10376/203068/1536/6890/3115/4689/60/84790/811/4688/9114/51382/523/2213/84617/3920/7277/7037/71/1520/529/5879/10383/6891/3119/821/10952/3693/2214/929/3108/51143/4074/1781/51606/7879/3689/8992/653361/5878/3107/715/3684/7097/29927/3105/3109/2215/9296/8417/526
hsa04940	Type I diabetes mellitus	31	0.769499466059179	2.2455776506405	3.5285360795239e-07	7.43344934086368e-06	4.90280802628584e-06	835	tags=45%, list=6%, signal=42%	3117/3118/3382/3127/942/3113/3122/3002/3123/3458/5551/356/3115/355
hsa05203	Viral carcinogenesis	158	0.504445668464456	1.95401843578274	8.12612977285529e-07	1.60491063013892e-05	1.05853532567457e-05	2630	tags=37%, list=19%, signal=30%	991/983/890/1111/1234/9134/3665/5610/85236/1029/8503/3017/7533/1030/7531/81/8339/578/10971/9114/6672/5933/7532/836/28973/5829/5925/4893/7534/5594/1642/7186/387/6714/6774/5879/8717/1237/1026/1021/898/3845/4055/5902/8850/896/9261/5567/9759/5700/27044/8379/4193/7529/2958/7419/5366/5315/7187
hsa05161	Hepatitis B	134	0.508098405937924	1.94278266381778	2.73692855345703e-06	5.08746719348483e-05	3.35549135346434e-05	2047	tags=30%, list=15%, signal=26%	332/1870/890/1869/5111/9134/6772/3665/7099/64135/7098/3717/8503/356/5600/355/10971/4615/29110/836/6773/148022/7124/5925/4893/7040/7534/5594/1642/54205/4773/6714/5579/6774/5606/596/1026/898/3845/637
hsa04914	Progesterone-mediated oocyte maturation	69	0.608132773776484	2.08881889243485	3.2413312735562e-06	5.69033712468754e-05	3.75312042201244e-05	758	tags=17%, list=6%, signal=17%	9133/993/983/9088/699/890/6790/891/5347/8503/5600/4085
hsa04062	Chemokine signaling pathway	135	0.505331135500846	1.93732502435234	4.33528084275699e-06	7.21025655953268e-05	4.7555989300049e-05	2494	tags=39%, list=18%, signal=32%	1230/6349/414062/59345/1234/6772/6351/146850/1524/5196/2833/6375/5473/3717/10663/6348/9560/388372/8503/6352/2787/5580/5336/6773/2793/5829/57580/4893/5294/3055/5594/54331/2268/2773/387/6714/5579/6774/5879/56288/1237/729230/5908/2869/3845/2868/1794/5880/2771/5567/5906/7454
hsa05167	Kaposi sarcoma-associated herpesvirus infection	151	0.476917840686556	1.84277875109754	5.30313306652306e-06	8.37895024510643e-05	5.52642287985034e-05	3433	tags=45%, list=25%, signal=34%	7422/1870/1230/1869/59345/1234/6772/942/3665/5610/146850/7098/3717/8503/5600/355/2787/578/5336/29110/4277/836/6773/2793/148022/57580/5925/4893/5294/3055/5594/54331/54205/7186/4773/6714/5530/6774/5879/8717/64422/1237/1026/1021/3845/3383/637/805/9261/1827/23710/5534/8772/7187/3107/1147/5532/5604/841/801/808/3105/23533/1432/581/1019/2782/7157
hsa05152	Tuberculosis	136	0.502962578667011	1.93360356215137	5.63948559821928e-06	8.48608309065377e-05	5.59708345086424e-05	3443	tags=49%, list=25%, signal=37%	3117/3118/3127/6772/7421/64127/26253/3113/8877/3122/3123/3458/7099/3717/5600/3115/972/9114/4615/836/3460/2213/3920/7124/7096/7040/5594/4261/54205/23365/1520/387/6714/5530/8717/596/637/3119/1051/805/2214/929/5534/3108/8772/3329/1378/51606/7879/3654/3689/5878/5532/841/801/3684/3687/7097/808/1509/1432/5993/572/3109/581/4046/2215
hsa04217	Necroptosis	115	0.521227113886086	1.93586210682973	6.5007310280509e-06	9.33741365847311e-05	6.15858728973243e-05	3528	tags=52%, list=26%, signal=39%	6772/5836/5610/8969/2752/3458/8605/7099/8743/7098/8334/3717/1536/356/8338/3012/29108/3014/355/7416/834/3015/330/3460/81030/6773/3320/142/148022/7124/27243/824/51510/7186/6774/8717/596/637/9525/25978/823/5119/3146/292/7419/8772/8837/192111/5481/11035/9131/5478/841/10616/291/2747/581/331/92815/128866
hsa05320	Autoimmune thyroid disease	28	0.739984077834657	2.12368026501026	1.58153972877609e-05	0.000217289806214454	0.000143315728282684	835	tags=46%, list=6%, signal=44%	3117/3118/3127/1493/942/3113/3122/3002/3123/5551/356/3115/355
hsa05330	Allograft rejection	29	0.722580787876061	2.0986493198975	1.77117200288973e-05	0.000233204313713815	0.000153812305514109	835	tags=45%, list=6%, signal=42%	3117/3118/3127/942/3113/3122/3002/3123/3458/5551/356/3115/355
hsa05145	Toxoplasmosis	96	0.52573177523737	1.90738822183238	1.93342296040421e-05	0.000241572691868785	0.00015933175546309	1761	tags=39%, list=13%, signal=34%	3117/3118/1234/3127/6772/3310/3113/3122/3303/146850/8651/3688/3123/3458/3949/7099/2775/3717/598/5600/3115/10105/3304/240/330/4615/836/3460/7124/5294/7040/5594/4261/54205/2773/6774/5606
hsa05206	MicroRNAs in cancer	126	0.495247139161359	1.86434636858183	2.01547313116712e-05	0.000241572691868785	0.00015933175546309	2033	tags=33%, list=15%, signal=28%	993/7422/113130/1870/9493/1869/672/9134/5159/3690/3925/90427/8651/7057/2146/10018/1029/8503/1946/6541/578/5336/57521/5292/836/54541/5962/4893/5594/9839/7430/387/5579/6774/596/1026/4363/1021/898/7431/3845
hsa04115	p53 signaling pathway	66	0.589768127586283	2.01921883232002	2.10691442205771e-05	0.000241572691868785	0.00015933175546309	2294	tags=36%, list=17%, signal=30%	9133/6241/983/51512/1111/891/9134/64065/7161/7057/1029/598/355/836/83667/54205/596/1026/1021/898/637/51246/896/143686
hsa05322	Systemic lupus erythematosus	58	0.601285648166488	2.01328083807214	2.14051752288797e-05	0.000241572691868785	0.00015933175546309	975	tags=38%, list=7%, signal=35%	3117/3118/3127/8353/8357/942/3113/3122/8969/85236/3123/3458/8334/3017/8338/3012/3115/81/3014/8339/6737/3015
hsa05130	Pathogenic Escherichia coli infection	148	0.475540394368482	1.83396361553176	2.60368551288074e-05	0.000283711938644936	0.000187125129419378	3487	tags=55%, list=26%, signal=42%	7100/81027/840/3688/7099/8743/10376/203068/2149/356/5600/2597/29108/60/355/834/578/84790/4430/4615/9871/4542/10097/836/84617/55930/10096/7124/64005/100506658/4641/7277/9368/10458/5594/4627/54205/7186/23365/7430/71/10094/387/6714/5781/5879/8717/382/10383/4628/10093/7456/4644/2534/10092/10109/3071/8976/55971/837/81873/4793/8772/4690/653857/4646/5062/3654/7009/4691/1147/841/10802/55845/375/3059/1432/998/6093/581/10672/10972
hsa05323	Rheumatoid arthritis	63	0.572700344326729	1.9428997836319	2.99819892968906e-05	0.000313990595648315	0.000207095729308349	1722	tags=40%, list=13%, signal=35%	3117/3118/7422/6349/414062/3127/1493/942/8792/3113/3122/3123/3458/7099/6348/3115/6352/1435/9114/51382/523/7124/7040/54/529
hsa04060	Cytokine-cytokine receptor interaction	129	0.4842841145714	1.8317853112774	3.08028748895499e-05	0.000313990595648315	0.000207095729308349	1894	tags=37%, list=14%, signal=32%	4804/1230/6349/414062/970/1234/3568/6351/8792/8744/7293/1524/5196/2833/3574/6375/60401/3458/5473/8743/10663/6348/9560/388372/163702/356/3559/9235/6352/7133/355/1435/3597/1439/3601/3595/3460/1896/7124/7040/8740/944/8784/1441/3561/3594/1237/729230
hsa04613	Neutrophil extracellular trap formation	111	0.499959352254607	1.84743669305048	3.55883619167493e-05	0.0003514350739279	0.000231792620378828	3348	tags=46%, list=25%, signal=35%	51284/8353/8357/3690/3674/2357/8969/85236/7099/8334/8503/3017/1536/5600/8338/3012/4689/3014/8339/10105/60/7416/834/4688/3015/8520/5336/6404/5594/71/6714/5579/5879/3683/5880/9759/2214/837/3146/292/7419/1378/3689/653361/51311/5604/3684/7097/3020/1432/291
hsa05140	Leishmaniasis	61	0.584905590784312	1.98197081470183	3.97085411272005e-05	0.000370841606955868	0.000244592398991545	1733	tags=38%, list=13%, signal=33%	3117/3118/3127/6772/3113/3122/3688/3123/3458/7099/3717/1536/5600/3115/4689/4688/4615/3460/7124/7040/3676/5594/5579
hsa04061	Viral protein interaction with cytokine and cytokine receptor	53	0.609960348109985	2.00904573048174	3.99006792294289e-05	0.000370841606955868	0.000244592398991545	1894	tags=43%, list=14%, signal=37%	1230/6349/414062/1234/6351/1524/5196/2833/6375/5473/8743/6348/9560/388372/3559/6352/7133/1435/7124/8740/3561/1237/729230
hsa05219	Bladder cancer	33	0.691766457669226	2.03757183395139	4.2197847774287e-05	0.000380986282762134	0.000251283424340115	2033	tags=42%, list=15%, signal=36%	7422/1870/1890/1869/1612/23604/7057/1029/5925/4893/5594/6714/1026/3845
hsa04514	Cell adhesion molecules	89	0.526560087917168	1.88687545442809	5.22321407058338e-05	0.00045848212397343	0.000302396604086406	2102	tags=40%, list=15%, signal=34%	6614/3117/3118/4267/80380/7412/3127/1493/6385/942/5133/3897/3113/3122/3688/3123/6693/914/965/3115/1462/25945/5818/925/6404/84628/4684/100506658/3676/9672/214/10666/3383/3695/29126/3119
hsa04640	Hematopoietic cell lineage	66	0.569885491860643	1.95114565132654	6.041582608953e-05	0.000515983812007878	0.000340322434302331	983	tags=30%, list=7%, signal=28%	3117/3118/100133941/3673/3127/3568/952/3690/3674/3672/3113/3122/3574/3123/914/3559/917/3115/1435/925
hsa03050	Proteasome	45	0.627215900935986	1.97639155135981	7.36277439681674e-05	0.000599360174585685	0.000395314172444922	2943	tags=69%, list=22%, signal=54%	3458/143471/5690/5698/10213/5721/5685/51371/5691/5707/5684/5720/5714/5696/5699/5686/5694/5701/5704/5715/11047/5695/10197/5702/5700/5687/5708/7979/5713/5710/5719
hsa04620	Toll-like receptor signaling pathway	77	0.547440941339951	1.90578613930575	7.39716671165877e-05	0.000599360174585685	0.000395314172444922	1761	tags=31%, list=13%, signal=27%	6349/414062/51284/6772/7100/6351/942/3665/7099/7098/6348/9560/388372/8503/5600/6352/4615/29110/148022/7124/7096/5594/5879/5606
hsa05132	Salmonella infection	217	0.413881242167651	1.67953794162519	8.64346044033602e-05	0.000682833374786546	0.000450369780838561	3396	tags=45%, list=25%, signal=34%	10398/7100/302/81027/840/7295/7099/8743/10376/203068/5600/2597/29108/60/834/578/84790/330/2316/8655/4615/6281/10097/836/5216/3320/84617/10096/7124/5294/65082/7277/3839/60412/10627/5594/54205/9367/7186/103910/71/10094/387/27072/5879/5606/391/10121/8717/382/596/10383/10093/10092/10109/388/79026/63916/3071/8976/929/837/81873/79443/51143/4074/1781/55770/8772/84516/653857/127829/112574/5788/4646/7879/10640/3654/5420/83658/11035/5878/9844/1147/5604/841/3799/1434/55845/7097/64746/375/10540/7184/1432/998/581
hsa04810	Regulation of actin cytoskeleton	149	0.451573211146344	1.74128697110485	9.69088774516568e-05	0.000746907445724964	0.000492630493849244	3482	tags=50%, list=26%, signal=37%	3681/3673/2263/5159/10398/3690/3674/3672/3688/80310/8503/2149/7414/81/8826/60/22800/10097/10788/5216/10096/5962/4478/5829/4893/3676/5499/10458/10627/5594/4627/23365/7430/103910/71/10094/1072/387/6714/5879/5500/4628/1730/10093/3845/3695/10092/10109/3683/5305/5880/3071/8976/3693/1729/5501/7114/81873/85464/653857/3985/5062/3689/1399/5604/4659/3684/3687/55845/998/6093/6654/10672/2909
hsa04670	Leukocyte transendothelial migration	77	0.536247380642063	1.86681840558949	0.000115838416432264	0.000871546180776078	0.000574837254475894	2279	tags=45%, list=17%, signal=38%	4267/7412/10398/3688/8503/1536/5600/1495/7414/81/4689/60/4301/4688/5336/4478/5829/100506658/10411/7408/3676/10627/7430/2773/103910/71/387/5781/5579/5879/5908/3383/3683/5880/2771
hsa00240	Pyrimidine metabolism	47	0.599904045582054	1.90106875384773	0.000154152669508695	0.0011298430955072	0.000745199643272569	1795	tags=28%, list=13%, signal=24%	6241/7298/7083/129607/1890/953/6240/7371/79077/1503/51251/124583/4830
hsa04151	PI3K-Akt signaling pathway	210	0.407574486800042	1.64673394389419	0.000157319924690876	0.0011298430955072	0.000745199643272569	2057	tags=29%, list=15%, signal=25%	7422/4804/4602/3673/59345/2263/672/9134/5159/3690/3674/3672/10161/8115/146850/3574/7057/3688/10018/7099/80310/3717/8503/7533/2149/7531/598/356/3559/1946/5106/2787/1435/10971/3643/57521/374/7532/1978/23566/6446/3320/2793/54541/5521/1977/4893/5294/7534/3676/5594/54331/1441/3561/5879/596/1026/1021/898/3845/3695
hsa04141	Protein processing in endoplasmic reticulum	155	0.44147938273051	1.70766149758786	0.000182040761437065	0.00125952023515631	0.000830729535512825	3592	tags=46%, list=26%, signal=34%	3310/5610/3303/26270/9709/3304/10130/91319/578/811/9871/4121/3320/7415/10483/6184/6400/5887/9601/824/2923/5611/7186/3301/7494/51726/6238/596/7321/821/10525/10905/1965/10952/7326/823/51465/9978/6048/79139/4217/64215/10960/26232/3312/3998/23640/27248/80331/23471/165324/56886/10484/55829/6396/6747/10802/6745/7353/29927/7184/51360/27102/1650/6185/581/3703/30001/5034/3309/3305
hsa03030	DNA replication	34	0.664629113727751	1.98197940280246	0.000183347882332881	0.00125952023515631	0.000830729535512825	1779	tags=47%, list=13%, signal=41%	4173/2237/4171/5111/5427/4175/5983/4172/4174/5422/6119/5982/10714/5984/5558/5981
hsa04380	Osteoclast differentiation	107	0.48813756916554	1.79151536930492	0.000203632892968345	0.00136910625910632	0.000903008125593109	1758	tags=33%, list=13%, signal=29%	6772/3690/2274/8792/140885/353514/8651/3458/11006/11027/10288/8503/11025/102725035/5600/4689/1435/4688/9846/5336/6688/3460/5971/2213/6773/79168/11024/7124/7040/5594/7186/4773/54/5530/5879
hsa05143	African trypanosomiasis	21	0.726105857543692	1.97603104898232	0.000332269223436733	0.00218743905429183	0.00144274794387002	1355	tags=48%, list=10%, signal=43%	3040/3043/3039/7412/3458/8542/356/355/4615/7124
hsa03460	Fanconi anemia pathway	47	0.585363688044781	1.85499101927092	0.000351644549305026	0.00226774852204874	0.00149571687996553	1646	tags=32%, list=12%, signal=28%	5888/116028/672/29089/83990/55215/55120/675/91442/2175/146956/6119/641/80010/7398
hsa05165	Human papillomavirus infection	222	0.384642096962739	1.55716314188696	0.00048850015744238	0.00308732099503584	0.00203627434049666	3475	tags=39%, list=26%, signal=29%	7422/890/1869/84552/4599/3673/8638/9636/9134/5159/6772/3690/3674/3672/5610/7057/3688/2535/7098/8503/356/355/4600/578/9114/7283/29110/5933/1978/836/51382/523/6773/5521/148022/7124/5829/5925/4893/9368/1741/3676/5594/529/56288/8717/1026/1021/3659/898/3845/3695/896/5567/5700/3693/5527/10474/4193/5315/8772/7187/51606/5528/6009/8992/3107/1147/5604/841/3914/9794/5525/3105/5518/998/1452/572/581/1019/23513/7157/6654/9296/55012/526
hsa05020	Prion disease	216	0.397575117439492	1.60969233230967	0.000532280911996867	0.0032980542782551	0.00217526564655066	3884	tags=48%, list=29%, signal=35%	3310/81027/3303/10376/203068/6261/8503/1536/5600/4689/6352/143471/10105/3304/7416/5690/84790/4688/5580/10213/5685/836/4702/5691/84617/9377/5707/1351/5684/5714/4684/7124/4726/55967/7277/5686/4700/6390/5594/10963/54205/5694/5701/4709/4716/5530/5879/5704/518/10383/5715/4706/29796/11047/2534/515/1337/6392/5695/5880/1965/6391/5702/5567/5700/506/5687/5708/7979/5534/5713/292/733/7419/3312/509/4719/5710/653361/5719/5532/3799/7384/4713/5688/1349/1432/4715/291/572/581/498/513/5709/3309/3305/1340/1459/1457/4712/522/3708/5717/5689
hsa04658	Th1 and Th2 cell differentiation	78	0.508808444303762	1.77968260059903	0.00056835283348451	0.00345383644963664	0.00227801338117273	2671	tags=38%, list=20%, signal=31%	3117/3118/3127/6772/3113/3122/3123/3458/3717/3559/5600/917/3115/30009/3595/3714/3460/864/5594/4773/3561/5530/3594/3119/5588/5534/3108/4793/915/4094
hsa05212	Pancreatic cancer	71	0.518141310904709	1.78610980264147	0.000674839199223144	0.0040235695651795	0.00265378672187056	3433	tags=42%, list=25%, signal=32%	7422/1870/5888/1869/6772/675/1029/8503/598/578/5925/7040/5594/6774/5879/1026/1021/3845/5337/5880/5899/4088/10928/1147/5604/998/572/581/1019/7157
hsa05205	Proteoglycans in cancer	134	0.430274745425472	1.6452134199243	0.000810550423513765	0.00474322099685833	0.00312844023110576	2033	tags=29%, list=15%, signal=25%	7422/3673/3690/6385/2817/7057/3688/7099/2535/8503/356/5600/8826/60/355/22800/2316/5336/836/5962/4478/7124/5829/4893/7040/5499/5594/23365/7430/71/387/6714/5781/5579/6774/5879/1026/5500/3845
hsa04623	Cytosolic DNA-sensing pathway	44	0.588326852192621	1.84683951110026	0.000939726932581061	0.00539915837628392	0.00356107048135981	1338	tags=30%, list=10%, signal=27%	9447/6351/3665/115004/9560/388372/29108/6352/834/51728/29110/81030/103
hsa05200	Pathways in cancer	351	0.349470373862014	1.49010893220006	0.0010994164824416	0.0060356258819328	0.00398085917595834	1933	tags=25%, list=14%, signal=22%	332/7422/1870/890/5888/1869/3673/1612/59345/2263/23604/3568/1164/9134/5159/2034/6772/3674/10161/374654/840/3574/3688/3728/10018/675/3458/2535/1029/3717/8503/115727/1030/2149/1728/598/356/3559/1495/9817/25780/355/2787/578/3597/330/1439/5336/7296/6688/3601/3595/23566/5292/836/3714/3460/1163/6773/3320/2793/112399/5732/5925/4893/7040/5594/54331/54205/7186/23365/6513/2773/5371/2271/387/1441/3561/2950/5579/6774/3594/5879/6921/596/1026/9446/1021
hsa03440	Homologous recombination	40	0.601624964521958	1.8444596200503	0.00110675867545592	0.0060356258819328	0.00398085917595834	3074	tags=55%, list=23%, signal=43%	5888/5932/8438/672/83990/675/146956/7516/6119/641/10714/9577/580/6118/7979/10111/4683/11073/79184/5889/6117/7517
hsa05416	Viral myocarditis	48	0.563205462909399	1.79583630108491	0.00110780475048134	0.0060356258819328	0.00398085917595834	3230	tags=62%, list=24%, signal=48%	3117/3118/3127/942/3113/3122/3123/5551/3115/60/836/8672/54205/71/5879/6443/1981/3383/637/3119/2534/3683/5880/3108/1604/1605/3689/3107/841/3105
hsa04630	JAK-STAT signaling pathway	93	0.4707112487197	1.6951598031522	0.00123833430578223	0.00663243458690146	0.00437449050035473	1896	tags=29%, list=14%, signal=25%	3568/5159/6772/1154/8651/3574/3458/3717/8503/163702/598/3559/3597/1439/8835/3601/3595/5292/3460/6773/1441/5781/3561/6774/3594/596/1026
hsa01230	Biosynthesis of amino acids	52	0.53925449285122	1.76618837347333	0.00134474100800766	0.00708230264217368	0.00467120560676345	3424	tags=60%, list=25%, signal=45%	586/29968/2752/3418/5831/5223/2597/5214/5634/6470/2023/6888/6120/84706/6472/5723/7167/3419/5230/162417/2806/5832/2805/5315/27430/3417/7086/22934/1431/26227/50
hsa05131	Shigellosis	207	0.369975228845461	1.49367275986747	0.00234591525362108	0.0120107418870193	0.00792180843980619	3935	tags=47%, list=29%, signal=34%	10398/7100/8353/8357/3688/7099/115004/8503/598/5600/3101/7414/81/29108/6352/60/7416/834/5580/4615/5336/29110/57521/10097/5216/10096/55062/7124/5829/10670/824/10627/5594/7334/54205/7186/103910/71/10094/387/6714/5879/7336/8717/382/596/10093/7321/3098/5588/10092/10109/10318/63916/340061/823/8976/10241/3611/9978/929/837/23710/1729/23176/81873/4193/7094/4793/831/653857/5481/9844/1399/1147/826/10616/375/3059/3020/1432/989/998/6093/581/7157/92610/5747/4735/3099/23048/55752/7314/3708/4790/9474/8737/11335
hsa05321	Inflammatory bowel disease	49	0.548447302692702	1.76287486010126	0.00235653796517467	0.0120107418870193	0.00792180843980619	1755	tags=41%, list=13%, signal=36%	3117/3118/3127/6772/7100/64127/3113/3122/3123/3458/7099/3115/30009/3595/3460/7124/7040/3561/6774/3594
hsa04210	Apoptosis	120	0.425013299569695	1.59961502782371	0.00244490560945436	0.0122633360728187	0.008088409535037	2648	tags=38%, list=19%, signal=30%	332/4001/3002/840/10018/8743/10376/5551/8503/598/356/60/355/578/84790/1075/330/1439/836/143/142/7124/84823/4893/7277/824/5594/54205/7186/71/1520/8717/596/1521/3845/637/1616/1965/823/4217/1508/5366/8772/1522/8837
hsa00020	Citrate cycle (TCA cycle)	27	0.612824820633112	1.75661943555635	0.00277811250682464	0.0137169305024466	0.00904714270314602	3424	tags=67%, list=25%, signal=50%	3418/5106/4967/47/6390/8803/2271/3419/4190/4191/5162/6392/6391/1738/1737/3417/1431/50
hsa04650	Natural killer cell mediated cytotoxicity	97	0.446484696724413	1.62339134984016	0.00297303344795254	0.0144535164546616	0.00953296554971016	2496	tags=37%, list=18%, signal=31%	3804/3812/3002/3458/3809/8743/5551/79465/8503/356/3824/355/5336/4277/836/3460/7124/4893/5594/4773/5781/5579/5530/5879/4068/3845/3383/637/3811/10870/2534/51744/3683/5880/2214/5534
hsa01212	Fatty acid metabolism	48	0.530267391341258	1.690810003392	0.00348750260762108	0.0166977397577009	0.0110131661293297	3452	tags=46%, list=25%, signal=34%	6319/2182/1962/79966/38/10449/1374/51495/27349/6342/79071/39/51703/60481/51144/64834/3992/2180/2181/31/2194/34
