ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
hsa04940	Type I diabetes mellitus	31	0.732525517113926	2.31666486827317	1.33673615093422e-06	3.8400783972292e-05	2.76301443638077e-05	1987	tags=58%, list=15%, signal=50%	3118/3117/3458/3113/942/3122/3115/7124/3382/355/3135/3123/356/3002/5551/3109/3108/3105
hsa04141	Protein processing in endoplasmic reticulum	155	0.458847905649582	1.94198994537653	2.19102974217774e-06	5.76971165440139e-05	4.15142477465257e-05	5106	tags=66%, list=38%, signal=42%	3303/5610/3304/23471/3310/7321/9871/10130/6184/26270/10952/27248/5611/824/4217/10483/55829/6048/7095/6745/10802/5887/30001/821/4121/9709/6747/7494/7326/3998/10484/10905/2923/165324/811/9601/10525/3320/6400/64215/3305/3703/1603/578/51726/80331/9978/3312/6185/29927/1965/10134/10960/4780/51465/91319/258010/79139/22926/3301/22872/7415/7184/56886/56681/5034/10294/823/6746/80267/267/10961/7323/6396/10956/5601/7186/6748/581/7322/2081/596/6238/8454/51009/51128/23480/29979/9532/1650/3309/29978/56893/91445/573/9451/118424/9373/201595/55741/111089941/51360
hsa04612	Antigen processing and presentation	67	0.598772504437537	2.18566554018285	2.42403262494897e-06	5.89226391910674e-05	4.23960361934395e-05	2880	tags=58%, list=21%, signal=46%	3118/3117/3458/3113/3122/3303/920/3115/3304/3310/3805/7124/3812/3135/925/972/927/567/3123/3824/1520/1508/4261/3109/821/3108/3105/2923/811/5720/3320/6890/3305/5721/1514/3312/10197/926/3809
hsa04621	NOD-like receptor signaling pathway	136	0.478960353087503	1.9766048425194	3.37690261905298e-06	7.46865323292826e-05	5.37384776253333e-05	2084	tags=29%, list=15%, signal=25%	4938/64127/440068/4940/7226/3665/4939/6772/1536/7099/9447/6352/7124/7295/29108/3428/330/834/29110/4210/2635/598/10010/115361/2633/24145/118429/23710/1508/114769/4615/84674/148022/140609/5580/9474/387/91662/5594/3320
hsa05330	Allograft rejection	29	0.727001967040096	2.25203582180347	3.55351175742454e-06	7.46865323292826e-05	5.37384776253333e-05	2049	tags=62%, list=15%, signal=53%	3118/3117/3458/3113/942/3122/3115/7124/355/3135/3123/356/3002/5551/3109/3108/3105/958
hsa05332	Graft-versus-host disease	32	0.71105182447826	2.24968620073885	3.89419221242406e-06	7.46865323292826e-05	5.37384776253333e-05	1987	tags=59%, list=15%, signal=51%	3118/3117/3458/3113/942/3122/3115/7124/355/3812/3135/3123/3824/356/3002/5551/3109/3108/3105
hsa04062	Chemokine signaling pathway	135	0.478891055771342	1.98605581693597	4.01794635948672e-06	7.46865323292826e-05	5.37384776253333e-05	2627	tags=36%, list=19%, signal=29%	6349/414062/9560/388372/59345/1233/1237/6846/146850/1524/1230/6772/1234/2833/6352/6375/3717/6351/3055/54331/5294/5567/2868/5906/3845/8503/2773/6714/4893/653361/25759/5336/2787/7074/10803/5580/387/5908/6348/5594/2268/5579/6774/2771/572/998/6654/5291
hsa05219	Bladder cancer	33	0.690094348432217	2.19824923622645	7.4867760939149e-06	0.00012662137220835	9.11066502231965e-05	1643	tags=39%, list=12%, signal=35%	1612/1890/23604/1870/1029/999/1869/5925/3845/6714/4893/1026/7422
hsa04110	Cell cycle	116	0.490483939642851	1.98624077581586	7.61331035429952e-06	0.00012662137220835	9.11066502231965e-05	3863	tags=48%, list=28%, signal=35%	1870/983/1030/1029/990/9133/7272/1111/1031/5111/9232/701/7534/10971/891/7465/1869/5925/7533/9088/5933/8318/993/4085/25847/1026/7027/7040/4998/8556/10393/7529/1027/1021/9978/10735/8243/1028/7532/5885/996/1022/4173/7531/991/5001/4193/4175/890/10926/9184/9126/8555/1871/4172/1032
hsa05163	Human cytomegalovirus infection	173	0.435332071009478	1.86147284464926	9.01624382150653e-06	0.000142456652379803	0.000102500456076074	2658	tags=35%, list=20%, signal=28%	6349/414062/9560/388372/59345/1870/115004/1029/1230/1234/6352/7124/355/6351/3135/5530/1978/54331/29110/5567/567/1869/2775/5925/3845/5534/5732/8503/805/356/2773/6714/4893/4773/1026/54205/7422/2787/23365/387/3105/2923/811/6348/5532/5594/6890/637/3587/5579/578/1021/6774/8717/3685/801/2771/6654/5291/6009
hsa04061	Viral protein interaction with cytokine and cytokine receptor	53	0.620797684666305	2.17907236222585	1.10283625824577e-05	0.00016595059885984	0.000119404827960445	1003	tags=38%, list=7%, signal=35%	6349/414062/9560/388372/1233/1237/3559/6846/8743/1524/1230/1234/1436/2833/6352/7124/6375/6351/3561/8740
hsa05323	Rheumatoid arthritis	63	0.577723656662313	2.07870814233	1.30575135339884e-05	0.000184238717124642	0.000132563500662634	2052	tags=43%, list=15%, signal=37%	3118/3117/8792/6349/414062/3458/3113/942/3122/3115/7099/6352/7124/3123/9114/1435/523/8992/529/7422/3109/51382/1493/7040/3108/3600/6348
hsa04620	Toll-like receptor signaling pathway	77	0.547264807343558	2.05986750538051	1.34097800438822e-05	0.000184238717124642	0.000132563500662634	791	tags=21%, list=6%, signal=20%	6349/414062/51284/9560/388372/942/7100/929/3665/7098/6772/7099/6352/7124/6351/29110
hsa05167	Kaposi sarcoma-associated herpesvirus infection	151	0.435894031114593	1.83615411970975	2.8862462082812e-05	0.000380022417423691	0.000273433851310851	2425	tags=30%, list=18%, signal=25%	59345/1233/1870/1237/942/5610/3665/146850/1230/7098/6772/1234/355/3717/3055/3135/5530/54331/5294/29110/1869/5925/3845/5534/8503/805/23710/6714/4893/4773/5336/1026/54205/7422/1827/148022/2787/3105/5532/5594/637/64422/578/1021/6774/8717
hsa04380	Osteoclast differentiation	107	0.473362903318095	1.87291300534906	5.0965842413905e-05	0.00064420824811176	0.000463520924690673	2134	tags=32%, list=16%, signal=27%	8792/3458/11027/79168/11006/353514/11025/102725035/140885/4688/10288/6772/1436/4689/7124/6688/2274/2215/5530/5534/2213/8503/695/4773/1435/653361/9846/5336/7040/7046/9021/5532/5594/8651
hsa05140	Leishmaniasis	61	0.557672017424329	1.98474747981558	6.7638451245107e-05	0.000822067330517455	0.000591494148540207	681	tags=25%, list=5%, signal=23%	3118/3117/3458/3113/3122/4688/6772/3688/1536/3115/7099/4689/7124/3717/2215
hsa05152	Tuberculosis	136	0.445411897479255	1.83815488651188	7.85810961472622e-05	0.000919689866019809	0.000661735546503261	2093	tags=28%, list=15%, signal=24%	3118/3117/64127/3458/3113/3122/929/6772/3115/7099/8877/7124/7421/3717/26253/3920/2215/5530/64581/972/3123/1520/5534/2213/805/9114/6714/4615/4261/54205/3109/7040/23365/387/3108/5532/5594/7879
hsa05132	Salmonella infection	217	0.376639165483146	1.66412869794981	8.96777509532755e-05	0.00101207747504411	0.000728210308492763	3170	tags=39%, list=23%, signal=30%	7100/929/8743/302/7099/7124/8976/7295/388/29108/10398/103910/10382/6281/330/5294/834/840/10097/8655/9367/3839/65082/64746/10640/60412/10096/4615/84790/5788/81027/10094/10092/54205/5216/1781/55770/2597/27072/60/6990/10627/387/2316/112574/391/382/5594/3320/7879/79026/10093/4074/10109/5898/51143/578/375/3799/8717/399/329/83658/10376/998/10121/5291/55207/5878/55845/3840/10671/5879/5869/7277/5868/79443/127829/23643/7184/23191/203068/3071/5606
hsa04658	Th1 and Th2 cell differentiation	78	0.509347240523073	1.9168707205241	0.000112725841676322	0.00120265879732486	0.0008653374424456	2129	tags=35%, list=16%, signal=29%	3118/3117/3458/3113/3122/3559/920/6772/3115/917/3717/5530/3595/3123/3561/2625/5534/4094/4773/30009/3109/915/3714/3108/5532/5594/864
hsa05145	Toxoplasmosis	96	0.478353067147686	1.86627213572177	0.000114176468100461	0.00120265879732486	0.0008653374424456	2688	tags=44%, list=20%, signal=35%	3118/3117/3458/3113/3122/3303/146850/6772/1234/3688/3115/3304/7099/3310/7124/3717/330/5294/598/3123/2775/3914/2773/4615/3949/4261/54205/3109/7040/3108/958/5594/8651/3587/3305/331/6774/2771/329/572/3312/240
hsa05320	Autoimmune thyroid disease	28	0.684001396372554	2.09813247313319	0.00013093923050041	0.00133473538187514	0.000960369228797571	2049	tags=61%, list=15%, signal=52%	3118/3117/3113/942/3122/3115/355/3135/3123/356/3002/5551/3109/1493/3108/3105/958
hsa04217	Necroptosis	115	0.448826850353884	1.81956215301442	0.000152429388252989	0.00150524020899827	0.0010830509165344	3312	tags=37%, list=24%, signal=29%	3458/8334/8743/5610/8969/7098/6772/1536/7099/7124/355/29108/3717/5836/8338/330/834/92815/25978/2752/356/51510/9525/824/148022/3014/2747/3320/637/7416/331/6774/8717/329/27243/5119/2512/3015/8605/817/81030/142/5481
hsa05322	Systemic lupus erythematosus	58	0.559111273645248	1.97955413262401	0.000164925053335955	0.00157928232891399	0.00113632572633385	938	tags=31%, list=7%, signal=29%	3118/3117/3458/8334/3113/942/3122/8969/3115/8353/7124/85236/8338/3017/2215/92815/6737/3123
hsa04672	Intestinal immune network for IgA production	32	0.631880429906233	1.99919701312917	0.000225599297077668	0.00209674640813362	0.00150865164609214	2049	tags=50%, list=15%, signal=43%	3118/3117/3113/942/3122/3115/3123/29851/4055/3601/3109/10803/7040/3108/3600/958
hsa05416	Viral myocarditis	48	0.550891062811597	1.89043661089321	0.000378256018930184	0.00341511148519823	0.00245724210793743	2232	tags=38%, list=16%, signal=31%	3118/3117/3113/942/3122/3115/3135/3123/6443/8672/5551/54205/3109/60/3108/3105/958/637
hsa05143	African trypanosomiasis	21	0.687362229482242	1.95871912522009	0.000505262040922482	0.00443507791476401	0.00319112867951042	1423	tags=43%, list=10%, signal=38%	3040/3458/3039/7412/7124/355/8542/356/4615
hsa00980	Metabolism of xenobiotics by cytochrome P450	24	-0.688298520465396	-1.96702767601953	0.000522208518881835	0.00445994302612594	0.00320901963238908	1209	tags=46%, list=9%, signal=42%	4258/2948/1564/119391/2947/1645/1571/107987478/107987479/1565/2946
hsa04662	B cell receptor signaling pathway	76	0.487559341212462	1.82465160553329	0.000622476371231985	0.00517638245550808	0.003724512359726	2826	tags=41%, list=21%, signal=32%	11027/79168/11006/353514/11025/102725035/10288/933/5530/8519/3845/5534/2213/8503/27071/695/4893/4773/5336/975/974/5532/5594/118788/5579/930/6654/5291/25780/5879/11024
hsa04218	Cellular senescence	138	0.409718524396911	1.69266059282867	0.000658102232033234	0.00520860776391422	0.00374769912393562	2658	tags=30%, list=20%, signal=25%	1870/983/1030/4605/1029/3805/9133/1111/22800/5500/2305/3135/5530/1978/891/1869/5925/3845/5534/132660/8503/805/5933/4893/4773/824/993/144715/1026/3486/7040/7046/3105/5532/5594/5499/7416/1021/5501/801/5291/6009
hsa05203	Viral carcinogenesis	158	0.390777292724156	1.6508598795433	0.000659317438470154	0.00520860776391422	0.00374769912393562	2654	tags=32%, list=20%, signal=26%	1233/1237/983/5610/3665/1030/1029/1234/1111/85236/3017/7534/3135/10971/5366/28973/5567/5925/9734/3845/7533/8503/9114/6714/5933/4893/81/6672/9519/4055/1026/1959/27044/79885/2957/387/3105/5594/2958/7529/578/1027/1021/6774/8717/2959/572/2960/998/5291/7532
hsa05100	Bacterial invasion of epithelial cells	61	0.509016193346015	1.81158203274187	0.000865791245380004	0.00667292764731906	0.00480130703471325	3544	tags=51%, list=26%, signal=38%	3688/999/7414/8976/1495/23607/10097/8503/6714/25759/10096/10094/10092/79658/60/387/1211/391/2549/10093/23176/10109/8218/998/5291/5879/1213/1212/5829/55752/3611
hsa04530	Tight junction	116	0.418466204307756	1.69460112985999	0.000949065899194696	0.0071405910510839	0.00513780035654272	2605	tags=39%, list=19%, signal=32%	84552/3688/5111/51762/10398/103910/11346/5962/5567/10097/5906/5521/7430/6714/4218/81/4217/10096/84790/10094/4478/27134/57826/10092/60/7074/140465/1741/10627/387/8531/9368/4637/10093/4771/10109/5562/4214/5571/5515/861/7408/154796/10376/998
hsa04623	Cytosolic DNA-sensing pathway	44	0.547679649720352	1.84901638463907	0.00113645923963492	0.00835165394708456	0.00600918471875505	791	tags=23%, list=6%, signal=21%	9560/388372/3665/115004/9447/6352/29108/6351/834/29110
hsa00982	Drug metabolism - cytochrome P450	19	-0.705064313437192	-1.90725476889154	0.00125924738691786	0.00904368577877373	0.00650711568359469	1209	tags=53%, list=9%, signal=48%	4258/2948/1564/119391/2947/1571/107987478/107987479/1565/2946
hsa05321	Inflammatory bowel disease	49	0.522697174610707	1.81086965087801	0.00133506101289704	0.00937509511278812	0.00674557143358505	1010	tags=31%, list=7%, signal=28%	3118/3117/64127/3458/3113/3122/7100/6772/3115/7099/7124/3595/3123/3561/2625
hsa03050	Proteasome	45	0.543687452159375	1.84545778424774	0.00140828586007292	0.00967431156050093	0.00696086374772885	4879	tags=71%, list=36%, signal=46%	3458/143471/5715/10213/5690/5684/5698/5714/5691/5720/51371/5701/5721/5696/5686/10197/5704/5695/5707/7979/5713/5694/5685/5702/5718/9491/5688/5710/5689/5699/5700/11047
hsa04659	Th17 cell differentiation	92	0.430330932255195	1.66771756324502	0.00144914138763444	0.00974316337218051	0.00701040402528644	2084	tags=30%, list=15%, signal=26%	3118/3117/3458/3662/3113/3122/3559/920/6772/3115/917/3717/196/5530/3123/3561/2625/5534/4773/30009/3109/915/7040/7046/3108/5532/5594/3320
hsa05130	Pathogenic Escherichia coli infection	148	0.388684404979459	1.6314376994128	0.00152468356821018	0.0100375001573837	0.00722218532310085	3691	tags=45%, list=27%, signal=33%	7100/8743/3688/7099/4643/7124/8976/355/29108/9871/10382/834/840/10097/7430/356/4690/10972/6714/10096/4615/84790/81027/10094/4641/7009/10092/54205/10802/2597/60/23365/387/7456/4542/382/5594/9368/10093/10109/578/375/8717/10376/998/55971/55845/5879/7277/2534/64005/4644/57121/23191/203068/3071/10672/5781/10458/4627/10006/6885/5062/2149/1147/4646/5861
hsa05205	Proteoglycans in cancer	134	0.397148917520561	1.64184916477469	0.00155777109837144	0.0100460340221505	0.0072283256122069	2890	tags=38%, list=21%, signal=30%	2535/80326/3688/2817/7099/3673/7124/6385/355/22800/5500/288/8826/5962/5567/286/3845/7430/8503/356/6714/4893/7476/5336/1026/4478/7422/60/7074/7040/23365/387/2316/2260/4659/5594/2549/5499/5579/5501/960/6774/967/3685/998/6654/5291/1514/6198/5879/5329
hsa04810	Regulation of actin cytoskeleton	149	0.385166393387106	1.62465889273171	0.00161271189358564	0.0101923391674613	0.00733359513714735	3643	tags=44%, list=27%, signal=33%	80310/5159/3688/7414/3673/8976/22800/5500/10398/103910/8826/5962/10097/3845/2263/7430/1132/8503/1730/3672/6714/4893/81/10096/10094/4478/10092/5216/60/7074/10627/23365/387/7114/2260/4659/5594/10093/5499/5305/10109/5501/3695/3685/3676/998/6654/5291/55845/5879/1072/5880/10788/57121/23191/3071/10672/2909/10458/4627/1729/5829/5062/3689/2149/3683
hsa04390	Hippo signaling pathway	99	0.43698582000707	1.70870760874101	0.00171149697720558	0.0106045695058228	0.00763020324203106	2654	tags=34%, list=20%, signal=28%	25937/2535/80326/84552/332/999/4092/1495/5500/7534/10971/330/7161/5521/60485/7533/55233/3398/7476/60/7040/1741/7046/6788/657/5499/7529/4771/7159/5515/5501/329/154796/7532
hsa05022	Pathways of neurodegeneration - multiple diseases	359	0.304728151046914	1.41183671869768	0.0018478957726965	0.0112295204648479	0.0080798681559199	4900	tags=51%, list=36%, signal=33%	4747/7222/2535/80326/1536/7124/355/6310/143471/10382/5530/120892/29110/840/9246/598/25978/10010/80208/3845/5534/7332/805/356/10133/23710/4218/4893/5715/6392/1435/824/55062/4217/6261/10213/5690/29982/7476/84790/81027/5684/55967/54205/4698/29796/7133/6390/5714/2882/7494/5621/7326/5691/6391/4716/4711/5532/4702/4700/5594/4744/9377/1351/5701/637/515/7416/5579/578/3799/4706/4713/801/1337/4709/572/10376/10121/9821/518/1965/1340/5686/51465/10671/5879/4726/79139/5704/22926/1349/7277/847/5868/4719/5695/5707/7415/7979/1616/3092/203068/54539/817/5606/5713/84134/509/5481/10280/55860/4695/116442/5694/5685/823/4694/11315/5702/55255/5718/60673/1452/5861/4717/5604/808/6647/3028/1020/1347/7314/5331/4710/5663/55626/836/5533/3710/4696/7316/514/5601/522/8312/65018/5688/7186/3708/3709/5710/581/4718/4725/11345/8772/2081/1329/5689/7132/84516/596/2932/506/1459/7385/487/64446/7384/5289/513/4715/10383/2876/10476/27089/5700/3309/291/10540/11047/9776
hsa05020	Prion disease	216	0.332147363325894	1.46638479514813	0.00224954538860305	0.013412383826388	0.0096504826998661	5234	tags=60%, list=39%, signal=37%	3303/4688/1536/3304/3310/4689/6352/7124/143471/10382/5530/5567/5534/8503/5715/6392/653361/6261/10213/5690/84790/81027/5684/55967/54205/4698/29796/6390/5714/5580/5621/5691/6391/4716/4711/5532/4702/4700/5594/9377/1351/5701/515/3305/7416/3799/4706/4713/1337/4709/572/10376/5291/3312/518/1965/1340/5686/5879/4726/5704/1349/7277/4719/5695/5880/5707/2534/7979/203068/54539/5713/509/4695/5694/5685/4694/5702/1386/5718/4717/6647/10963/1347/4710/836/5533/3710/4696/514/5601/522/5688/3708/3709/5710/581/4718/4725/1329/5689/1385/2932/506/1459/7385/7384/513/4715/10383/10476/27089/5700/3309/291/11047/1958/9451/5290/10975/4724/84617/5708/7419/5566/292/317/1432/5295
hsa05171	Coronavirus disease - COVID-19	169	0.364004717513725	1.54911721641893	0.00262955446262306	0.0152423802968691	0.0109672023455154	1457	tags=14%, list=11%, signal=13%	51284/4938/4599/4940/9636/5610/115004/7098/4939/6772/1536/7099/64135/7124/719/2162/834/29110/4600/8503/6231/51311/4615/5336
hsa04613	Neutrophil extracellular trap formation	111	0.413826681881681	1.65667291763461	0.0026529459377462	0.0152423802968691	0.0109672023455154	3015	tags=33%, list=22%, signal=26%	51284/8334/4688/8969/1536/7099/8353/4689/85236/2357/8338/3017/2215/834/92815/64581/9734/6404/8503/6714/8520/653361/51311/5336/60/79885/3014/5594/7416/5579/1182/5291/8357/5879/5880/2214/3015
hsa05150	Staphylococcus aureus infection	34	0.568068032673609	1.82708536699345	0.00270641174885339	0.0152718948685299	0.0109884386795551	1085	tags=32%, list=8%, signal=30%	3118/3117/3113/3122/3115/719/2357/2215/3123/6404/2213
hsa05310	Asthma	16	0.695153798374953	1.85839120545831	0.0035421576734396	0.0196372249966125	0.0141293824092882	2049	tags=62%, list=15%, signal=53%	3118/3117/3113/3122/3115/7124/3123/3109/3108/958
hsa05142	Chagas disease	79	0.427670688742093	1.6136517770179	0.00383886655808625	0.0209152040061251	0.0150489142748935	2627	tags=33%, list=19%, signal=27%	6349/414062/3458/2769/7099/917/6352/7124/355/2775/5521/8503/356/2773/4615/915/148022/7040/7046/811/6348/5594/1636/5515/2771/5291
hsa05200	Pathways in cancer	351	0.29853962032287	1.37851935573888	0.00487523233481576	0.0261044938276845	0.0187827137467683	2627	tags=29%, list=19%, signal=24%	1612/2034/3574/3568/3728/3458/59345/23604/10161/1870/3559/2535/80326/1030/5159/1029/6772/3688/332/999/1436/1050/3673/1495/355/3717/6688/115727/330/5366/54331/840/1441/5567/598/3595/1869/5925/3561/3597/613/3845/5732/2263/3914/8503/805/5888/356/2773/1164/7296/4893/9817/1728/7476/5336/2057/3601/1026/6921/374654/54205/7422/8031/2787/3714/7040/23365/387/7046/23566/2260/3600/5594/5899/3320/9446/3162/5292/6513/637/5898/5579/578/1027/331/1021/6774/1163/9978/3685/801/861/2771/329/572/10125/998/6654/51426/5291
hsa04064	NF-kappa B signaling pathway	86	0.410409902738879	1.57036132620444	0.00495654946095276	0.0261044938276845	0.0187827137467683	1732	tags=23%, list=13%, signal=20%	8792/9560/388372/929/7099/60401/7412/7124/6351/330/1896/598/8740/695/7706/4615/5336/4055/128178/148022
hsa05131	Shigellosis	207	0.326011668471036	1.41934624771828	0.00680319762338032	0.0352427942457079	0.0253579065858524	4677	tags=54%, list=34%, signal=36%	7100/929/115004/3688/7099/8353/7321/7414/6352/7124/8976/29108/10398/103910/834/29110/598/10097/831/8503/23710/6714/81/824/55062/7334/10096/4615/57521/5336/10094/10092/54205/7336/5216/60/92610/5580/10627/989/9474/387/10670/382/5594/10093/23176/10109/7416/375/960/8717/9978/3101/10318/998/5291/8357/6198/5879/5588/5481/10241/1729/5829/6885/4193/826/55752/823/3611/1147/7314/5331/5333/10892/837/7323/4303/257397/9844/23048/3678/3710/11335/81873/7316/2309/7094/5601/23118/5581/7186/3708/3709/581/1399/11345/1398/7322/64121/3059/7132/596/2932/6093/8454/9140/23291/5289/340061
hsa01040	Biosynthesis of unsaturated fatty acids	22	0.611041413492653	1.75907904501016	0.00715709284230162	0.0364780860994728	0.0262467241755034	3678	tags=59%, list=27%, signal=43%	79966/51495/11332/51144/6342/9415/60481/122970/201562/3295/401494/64834/641371
hsa05165	Human papillomavirus infection	222	0.318941559848449	1.40820362190781	0.00762487668820369	0.0381775823452985	0.0274695462577764	2924	tags=30%, list=22%, signal=24%	4599/8638/9636/2535/5610/80326/5159/84552/7098/6772/3688/3673/7124/355/3135/1978/29110/5567/1869/5925/5521/3845/3914/4600/8503/356/9114/3672/5933/4893/523/8992/7476/9519/5527/1026/529/7422/51382/148022/1741/3105/5594/9368/578/1027/1021/5515/8717/5525/5529/3695/55012/3685/3676/572/998/6654/5291/6009/10474/10134/6198/51606/9550/9296
hsa04144	Endocytosis	224	0.314499073301145	1.39417658334711	0.00773216857626299	0.0381775823452985	0.0274695462577764	3126	tags=35%, list=23%, signal=28%	3559/3303/84552/1234/3304/26056/3310/8976/829/3135/830/10097/25978/10890/2868/378/3561/2263/8766/51510/6714/4218/9525/30011/10096/10094/51534/10092/3949/11021/51100/23527/163/5867/387/57403/7046/7456/1211/60682/3105/382/7879/116984/89853/8724/10093/2060/10109/3305/8218/375/3799/8723/27131/137492/998/9559/3312/5878/9829/27243/7251/274/7037/58533/80230/79720/5119/6643/377/5869/5868/23111/1213/23325/5584/832/10254
hsa04630	JAK-STAT signaling pathway	93	0.396572151901508	1.54006183550303	0.00815637517439016	0.0396525316170353	0.0285308022294458	2627	tags=31%, list=19%, signal=25%	3574/3568/3458/3559/5159/1154/6772/3717/163702/5008/1441/598/3595/3561/3597/8503/9306/2057/3601/1026/9021/3600/8651/5292/3587/6774/8835/6654/5291
hsa05030	Cocaine addiction	24	-0.588516957546908	-1.68187074195487	0.00895859700143831	0.042892676552341	0.0308621523494525	1898	tags=38%, list=14%, signal=32%	2912/3725/1742/148327/26086/8851/2354/2770/6571
